"y","x1","x2","x3","f"
-0.718781002878832,-1.72597977914603,-3.45195955829207,1.03206832593544,"b"
-0.0959956781473281,-0.902584479763688,-1.80516895952738,0.786410256177216,"c"
0.771566223788883,-0.559061914900466,-1.11812382980093,2.11007351377927,"a"
0.458297206649372,-0.246512567333516,-0.493025134667031,-1.45380984681329,"c"
0.269497579322687,-0.383586228431444,-0.767172456862888,-0.58310384813065,"b"
-1.10014479026528,-1.95910317516713,-3.91820635033426,0.409723982550305,"c"
-0.329353119268992,-0.841705060135608,-1.68341012027122,-0.806981635414238,"b"
3.0997993039535,1.90354746734764,3.80709493469529,0.0855504408545073,"b"
2.69963669549105,0.622493930120737,1.24498786024147,0.746243168639741,"a"
2.96740090780563,1.99092043558031,3.98184087116063,-0.653673061331084,"a"
0.731430991918044,-0.305483724841454,-0.610967449682908,0.657105983301959,"c"
0.288385231185419,-0.0908442352007592,-0.181688470401518,0.549909235009709,"b"
0.925681415954654,-0.184161451551261,-0.368322903102523,-0.806729358432671,"a"
-0.798861487044905,-1.19876776530741,-2.39753553061482,-0.997379717276235,"b"
0.33227750832557,-0.838287147602044,-1.67657429520409,0.97589063842626,"a"
3.166300396045,2.06630135573124,4.13260271146248,-0.169423180700716,"b"
0.825022746574123,-0.562247053342494,-1.12449410668499,0.72219177943747,"c"
1.64825991051732,1.27571551185092,2.55143102370184,-0.844418606912503,"b"
0.327592752547571,-1.04757262699498,-2.09514525398996,1.27729368500115,"a"
-0.83323034471002,-1.96587824144733,-3.93175648289465,-1.34311054918022,"b"
0.67038739094668,-0.322971093759972,-0.645942187519945,0.765340668860696,"b"
2.19667742695144,0.935862526808633,1.87172505361727,0.464202569980373,"a"
2.48723785117689,1.13922980273408,2.27845960546817,0.267993278040529,"b"
2.5205514044955,1.67161876732599,3.34323753465199,0.667522687135242,"b"
-0.744179268957854,-1.78824220676485,-3.57648441352971,0.398467283863779,"a"
2.65562440451022,2.03124251875525,4.0624850375105,-0.638071030930068,"a"
0.182300247212104,-0.703144332993886,-1.40628866598777,-0.267712904023511,"a"
1.40100009840404,0.158164762560122,0.316329525120244,0.359879564885712,"b"
0.650294267571492,0.50623479748072,1.01246959496144,-1.31286609394071,"b"
-0.0729603139012332,-0.819995105616198,-1.6399902112324,-0.883969609668706,"c"
0.196168783389294,-1.99884699496412,-3.99769398992825,2.07709479458465,"b"
-0.909238611324775,-0.479292591451641,-0.958585182903282,-2.09922563220098,"a"
-0.0402226912449657,0.0841799043222426,0.168359808644485,-1.23850596532828,"c"
-0.111193974901982,-0.895486610663309,-1.79097322132662,0.990433089664036,"c"
0.302960559170324,-0.921275665507737,-1.84255133101547,1.08866186319808,"a"
0.805452044569131,0.330449503465315,0.66089900693063,0.839852254188259,"a"
1.28031911621305,-0.141660808936081,-0.283321617872163,0.0568586386833875,"b"
1.97324233439416,0.434847761502698,0.869695523005397,0.32387805118027,"c"
0.337253207069663,-0.053722626017184,-0.107445252034368,-0.904668667590953,"b"
-0.490573832955252,-0.907110375593489,-1.81422075118698,-0.65218384837012,"c"
2.06255634367039,1.30351223242227,2.60702446484453,-0.262454637960949,"a"
1.1720633354291,0.771789775539861,1.54357955107972,-0.934662840905703,"c"
2.31634177290852,1.05252559530764,2.10505119061529,0.821161212634175,"a"
-0.720733965210005,-1.41003834066371,-2.82007668132742,-1.62425917345994,"b"
1.07617477976247,0.995984589777751,1.9919691795555,-1.03040366948029,"c"
-1.69223893821631,-1.69576490337902,-3.39152980675805,-1.261929311973,"c"
0.358683644917287,-0.533372142547197,-1.06674428509439,0.39218462589648,"b"
-0.587187145282155,-1.37226945114308,-2.74453890228616,-1.13143826165372,"c"
-1.02060458189609,-2.20791977880464,-4.41583955760928,0.544144484008162,"a"
3.68593242480686,1.82212251875356,3.64424503750711,1.17660893473457,"b"
0.409644644752918,-0.653393410818779,-1.30678682163756,0.0252285692390373,"a"
0.230890017325423,-0.284681219355068,-0.569362438710136,0.515133169692034,"b"
0.328757457568534,-0.386949603644931,-0.773899207289862,-0.654109760017422,"a"
0.560985069135735,0.386694974646073,0.773389949292146,0.503641990827566,"c"
1.81997183428552,1.60039085153952,3.20078170307905,-1.2721192223284,"b"
2.44644820916369,1.68115495576682,3.36230991153363,-0.0767711536986575,"b"
-0.909089833346294,-1.18360638822726,-2.36721277645452,-1.34531937567941,"a"
-0.402633967147008,-1.3584572535632,-2.7169145071264,-0.266317560246187,"a"
-0.431376051508788,-1.512670794721,-3.02534158944201,1.08756299501947,"c"
0.445715184690449,-1.2531048993692,-2.5062097987384,0.700567795415207,"a"
2.61893646134951,1.9593570771456,3.91871415429121,-0.4427595146404,"a"
1.08777700676647,0.00764587213276751,0.015291744265535,-0.78851996588786,"c"
1.17335014732695,-0.842615197589633,-1.68523039517927,-0.856775709774438,"a"
-0.0286289555145978,-0.601160105152349,-1.2023202103047,-0.746419014623393,"b"
