"y","time","id"
24.2370601769043,7,"S29"
26.0722424616814,8,"S29"
29.1817164842178,9,"S29"
6.58844854103238,0,"S30"
7.36388188126775,1,"S30"
10.4880848360586,2,"S30"
11.6031716812869,3,"S30"
13.7778894834405,4,"S30"
15.9562854309406,5,"S30"
18.9065616221166,6,"S30"
20.0051954434547,7,"S30"
22.4036277800447,8,"S30"
25.1808632090944,9,"S30"
