"age","educ","sex","income","year","person"
26,16,"M",42000,88,24
26,16,"M",48500,89,24
26,16,"M",28700,90,24
26,13,"M",7000,68,25
26,13,"M",3000,69,25
26,13,"M",9600,70,25
26,13,"M",9700,71,25
26,13,"M",8860,72,25
26,13,"M",5450,73,25
26,13,"M",13030,74,25
26,13,"M",25000,75,25
26,13,"M",18000,76,25
26,13,"M",40140,77,25
26,13,"M",20000,78,25
26,13,"M",25560,79,25
26,13,"M",21000,80,25
26,13,"M",25000,81,25
26,13,"M",26920,82,25
26,13,"M",23000,83,25
26,13,"M",26200,84,25
26,13,"M",27475,85,25
26,13,"M",22350,86,25
26,13,"M",23300,87,25
26,13,"M",29063,88,25
26,13,"M",34200,89,25
26,13,"M",26600,90,25
33,12,"F",1400,76,26
33,12,"F",500,77,26
33,12,"F",600,78,26
33,12,"F",300,79,26
33,12,"F",2500,80,26
33,12,"F",18000,81,26
33,12,"F",22000,82,26
33,12,"F",22000,83,26
33,12,"F",15000,84,26
33,12,"F",12000,85,26
33,12,"F",24000,86,26
33,12,"F",24000,87,26
33,12,"F",26000,88,26
33,12,"F",28000,89,26
33,12,"F",25000,90,26
35,12,"F",200,74,27
35,12,"F",4485,75,27
35,12,"F",5000,76,27
35,12,"F",6949,77,27
35,12,"F",6579,78,27
35,12,"F",5470,79,27
35,12,"F",7441,80,27
35,12,"F",10000,81,27
35,12,"F",10000,82,27
35,12,"F",7000,83,27
35,12,"F",13000,84,27
35,12,"F",10000,85,27
35,12,"F",10000,86,27
35,12,"F",7977,87,27
35,12,"F",7998,88,27
35,12,"F",2500,89,27
35,9,"F",3800,68,28
35,9,"F",3500,69,28
35,9,"F",4000,70,28
35,9,"F",3500,71,28
35,9,"F",3979,72,28
35,9,"F",4403,73,28
35,9,"F",3347,74,28
35,9,"F",1873,75,28
35,9,"F",3446,76,28
35,9,"F",3000,77,28
35,9,"F",3000,78,28
35,9,"F",4000,79,28
35,9,"F",7000,80,28
35,9,"F",3000,81,28
35,9,"F",7000,82,28
35,9,"F",1000,83,28
35,9,"F",2237,85,28
35,9,"F",100,89,28
35,9,"F",5525,90,28
35,16,"M",11250,69,29
35,16,"M",12000,70,29
35,16,"M",13000,71,29
35,16,"M",13375,72,29
35,16,"M",13200,73,29
35,16,"M",14000,74,29
35,16,"M",17200,75,29
35,16,"M",18500,76,29
35,16,"M",19500,77,29
35,16,"M",15000,78,29
35,16,"M",7541,79,29
35,16,"M",11600,80,29
35,16,"M",19126,81,29
35,16,"M",15600,82,29
35,16,"M",19200,83,29
35,16,"M",16700,84,29
35,16,"M",19000,85,29
35,16,"M",16000,86,29
35,16,"M",15000,87,29
35,16,"M",15600,88,29
35,16,"M",16200,89,29
35,16,"M",18200,90,29
26,12,"M",6000,68,30
26,12,"M",7650,69,30
26,12,"M",7800,70,30
26,12,"M",12000,71,30
26,12,"M",3000,72,30
26,12,"M",4060,73,30
26,12,"M",4613,74,30
26,12,"M",2500,76,30
26,12,"M",800,78,30
26,12,"M",11975,79,30
26,12,"M",4000,80,30
26,12,"M",1000,81,30
26,12,"M",9900,82,30
26,12,"M",12095,83,30
26,12,"M",14095,84,30
26,12,"M",14192,85,30
26,12,"M",7000,86,30
35,12,"F",900,68,31
35,12,"F",33,69,31
35,12,"F",3500,71,31
35,12,"F",1000,72,31
35,12,"F",600,73,31
35,12,"F",1000,74,31
35,12,"F",200,75,31
35,12,"F",650,76,31
35,12,"F",1073,77,31
35,12,"F",890,78,31
35,12,"F",896,79,31
35,12,"F",955,80,31
35,12,"F",1083,81,31
35,12,"F",1115,82,31
35,12,"F",1280,83,31
35,12,"F",1367,84,31
35,12,"F",1496,85,31
35,12,"F",1300,86,31
35,12,"F",1575,87,31
35,12,"F",927,88,31
35,12,"F",1700,90,31
32,12,"M",7300,68,32
32,12,"M",7600,69,32
32,12,"M",8000,70,32
32,12,"M",10950,71,32
32,12,"M",12700,72,32
32,12,"M",20000,73,32
32,12,"M",16500,74,32
32,12,"M",15100,75,32
32,12,"M",15614,76,32
32,12,"M",6264,77,32
32,12,"M",6812,78,32
32,12,"M",3850,79,32
32,12,"M",2500,80,32
32,12,"M",10926,81,32
39,10,"F",2380,68,33
39,10,"F",2090,69,33
39,10,"F",2040,70,33
39,10,"F",2700,71,33
39,10,"F",2900,72,33
39,10,"F",2700,73,33
39,10,"F",2900,74,33
39,10,"F",2975,75,33
39,10,"F",2700,76,33
39,10,"F",3200,77,33
39,10,"F",2800,78,33
39,10,"F",3500,79,33
39,10,"F",2800,80,33
39,10,"F",4000,81,33
39,10,"F",4000,82,33
39,10,"F",5500,83,33
39,10,"F",8180,84,33
39,10,"F",1541,85,33
25,16,"F",3700,68,34
25,16,"F",4100,69,34
25,16,"F",4700,70,34
25,16,"F",3000,71,34
25,16,"F",1500,72,34
25,16,"F",1500,73,34
25,16,"F",1200,74,34
25,16,"F",5035,75,34
25,16,"F",2250,76,34
25,16,"F",2450,77,34
25,16,"F",2200,78,34
25,16,"F",7000,79,34
25,16,"F",6000,80,34
25,16,"F",4200,81,34
25,16,"F",1588,82,34
25,16,"F",950,83,34
25,16,"F",750,84,34
25,16,"F",16000,85,34
25,16,"F",13000,86,34
25,16,"F",14275,87,34
25,16,"F",18500,88,34
25,16,"F",19500,89,34
25,16,"F",24714,90,34
35,12,"M",7300,68,35
35,12,"M",8300,69,35
35,12,"M",9098,70,35
35,12,"M",8500,71,35
35,12,"M",11850,72,35
35,12,"M",12400,73,35
35,12,"M",12600,74,35
35,12,"M",15000,75,35
35,12,"M",12500,76,35
35,12,"M",13900,77,35
35,12,"M",17392,78,35
35,12,"M",19300,79,35
35,12,"M",22625,80,35
35,12,"M",25100,81,35
35,12,"M",26317,82,35
35,12,"M",23000,83,35
35,12,"M",29637,84,35
35,12,"M",25000,85,35
35,12,"M",24300,86,35
35,12,"M",30988,87,35
35,12,"M",30280,88,35
35,12,"M",30777,89,35
35,12,"M",31477,90,35
30,8,"M",3000,68,36
30,8,"M",3000,69,36
30,8,"M",3500,70,36
30,8,"M",4635,71,36
30,8,"M",4600,72,36
30,8,"M",4600,73,36
30,8,"M",5600,74,36
30,8,"M",5600,75,36
30,8,"M",7500,76,36
30,8,"M",8889,77,36
30,8,"M",10000,78,36
30,8,"M",10000,79,36
30,8,"M",10600,80,36
30,8,"M",12000,81,36
30,8,"M",5500,82,36
30,8,"M",6143,83,36
30,8,"M",4292,84,36
30,8,"M",9000,85,36
30,8,"M",7200,86,36
30,8,"M",10000,87,36
30,8,"M",10600,88,36
30,8,"M",11000,89,36
30,8,"M",12388,90,36
34,7,"M",4508,68,37
34,7,"M",2400,69,37
34,7,"M",3290,70,37
34,7,"M",5430,71,37
34,7,"M",3770,72,37
34,7,"M",5000,73,37
34,7,"M",2980,74,37
34,7,"M",4990,75,37
34,7,"M",2480,76,37
34,7,"M",49,77,37
34,7,"M",6459,79,37
34,7,"M",6386,80,37
34,7,"M",17959,81,37
34,7,"M",17590,82,37
34,7,"M",4500,84,37
34,7,"M",4100,85,37
34,7,"M",2500,86,37
34,7,"M",350,87,37
34,7,"M",3000,88,37
34,7,"M",8600,90,37
35,13,"M",5150,68,38
35,13,"M",5610,69,38
35,13,"M",5870,70,38
35,13,"M",6200,71,38
35,13,"M",5000,72,38
35,13,"M",8000,74,38
35,13,"M",12000,75,38
35,13,"M",13000,76,38
35,13,"M",16000,77,38
35,13,"M",18100,78,38
35,13,"M",20000,79,38
35,13,"M",21000,80,38
35,13,"M",25100,81,38
35,13,"M",29500,82,38
35,13,"M",29200,83,38
35,13,"M",33200,84,38
35,13,"M",37165,85,38
35,13,"M",36200,86,38
35,13,"M",37175,87,38
35,13,"M",44500,88,38
35,13,"M",40000,89,38
35,13,"M",44000,90,38
25,16,"M",9000,68,39
25,16,"M",12000,69,39
25,16,"M",12500,70,39
25,16,"M",12000,71,39
25,16,"M",12500,72,39
25,16,"M",12400,73,39
25,16,"M",13000,74,39
25,16,"M",14105,75,39
25,16,"M",16590,76,39
25,16,"M",13250,77,39
25,16,"M",19600,78,39
25,16,"M",23800,79,39
25,16,"M",24500,80,39
25,16,"M",31800,81,39
25,16,"M",29500,82,39
25,16,"M",32000,83,39
25,16,"M",40000,84,39
25,16,"M",48791,85,39
25,16,"M",74300,86,39
25,16,"M",30000,87,39
25,16,"M",29300,88,39
25,16,"M",47000,89,39
25,16,"M",56000,90,39
35,16,"M",14500,69,40
35,16,"M",17000,70,40
35,16,"M",13952,71,40
35,16,"M",14800,72,40
35,16,"M",14400,73,40
35,16,"M",16500,74,40
35,16,"M",18161,75,40
35,16,"M",19000,76,40
35,16,"M",23150,77,40
35,16,"M",31800,78,40
35,16,"M",29500,79,40
35,16,"M",31400,80,40
35,16,"M",31900,81,40
35,16,"M",39170,82,40
35,16,"M",39500,83,40
35,16,"M",43200,84,40
35,16,"M",50000,85,40
35,16,"M",49200,86,40
35,16,"M",47500,87,40
35,16,"M",22000,88,40
35,16,"M",4700,89,40
35,16,"M",1600,90,40
32,11,"F",2804,68,41
32,11,"F",3400,69,41
32,11,"F",3400,70,41
32,11,"F",3500,71,41
32,11,"F",3500,72,41
32,11,"F",3600,73,41
32,11,"F",4216,74,41
32,11,"F",4100,75,41
32,11,"F",4800,76,41
32,11,"F",5200,77,41
32,11,"F",4500,78,41
32,11,"F",7000,79,41
32,11,"F",8000,80,41
32,11,"F",8000,81,41
32,11,"F",12200,82,41
32,11,"F",13750,83,41
32,11,"F",9000,84,41
31,14,"M",3200,69,42
31,14,"M",5400,70,42
31,14,"M",3500,71,42
31,14,"M",700,72,42
31,14,"M",8400,73,42
31,14,"M",8500,74,42
31,14,"M",8500,75,42
31,14,"M",9500,76,42
31,14,"M",11000,77,42
31,14,"M",19000,78,42
31,14,"M",13200,79,42
31,14,"M",14400,80,42
31,14,"M",14400,81,42
31,14,"M",9000,82,42
31,14,"M",21000,83,42
31,14,"M",22000,84,42
31,14,"M",26000,85,42
31,14,"M",23000,86,42
31,14,"M",17000,87,42
31,14,"M",28500,88,42
31,14,"M",25000,89,42
31,14,"M",24000,90,42
38,12,"F",3400,68,43
38,12,"F",8000,69,43
38,12,"F",8700,70,43
38,12,"F",9990,71,43
38,12,"F",8500,72,43
38,12,"F",5000,73,43
38,12,"F",5000,74,43
38,12,"F",5200,75,43
38,12,"F",4800,76,43
38,12,"F",5000,77,43
38,12,"F",6000,78,43
38,12,"F",4500,79,43
38,12,"F",9400,80,43
38,12,"F",16000,81,43
38,12,"F",17000,82,43
38,12,"F",19032,83,43
38,12,"F",21000,84,43
38,12,"F",24000,85,43
38,12,"F",12629,86,43
38,12,"F",10100,87,43
38,12,"F",5600,88,43
38,12,"F",5600,89,43
38,12,"F",5000,90,43
31,12,"F",6000,68,44
31,12,"F",6000,69,44
31,12,"F",6800,70,44
31,12,"F",7400,71,44
31,12,"F",8000,72,44
31,12,"F",9000,73,44
31,12,"F",9000,74,44
31,12,"F",10000,75,44
31,12,"F",9100,76,44
31,12,"F",8500,77,44
31,12,"F",20925,85,44
31,12,"F",12168,86,44
31,12,"F",75,90,44
27,16,"F",5700,68,45
27,16,"F",4200,69,45
27,16,"F",588,70,45
27,16,"F",2408,71,45
27,16,"F",7489,72,45
27,16,"F",8900,73,45
27,16,"F",1300,74,45
27,16,"F",130,77,45
27,16,"F",1390,79,45
27,16,"F",6826,80,45
27,16,"F",2000,81,45
27,16,"F",5,82,45
27,16,"F",3,83,45
27,16,"F",9152,84,45
27,16,"F",15012,85,45
27,16,"F",17875,86,45
27,16,"F",20024,87,45
27,16,"F",21820,88,45
27,16,"F",22003,89,45
27,16,"F",22015,90,45
39,12,"F",640,71,46
39,12,"F",2000,72,46
39,12,"F",4500,73,46
39,12,"F",8415,74,46
39,12,"F",9000,75,46
39,12,"F",12000,76,46
39,12,"F",7488,77,46
39,12,"F",7488,78,46
39,12,"F",7400,79,46
39,12,"F",7650,80,46
39,12,"F",7500,81,46
39,12,"F",14976,82,46
39,12,"F",11000,83,46
39,12,"F",14500,84,46
39,12,"F",16640,85,46
39,12,"F",16000,86,46
39,12,"F",16640,87,46
39,12,"F",16300,88,46
39,12,"F",17000,89,46
39,12,"F",26000,90,46
38,16,"M",7200,68,47
38,16,"M",4392,69,47
38,16,"M",2500,70,47
38,16,"M",5070,71,47
38,16,"M",8542,72,47
38,16,"M",15300,73,47
38,16,"M",15500,74,47
38,16,"M",17240,75,47
38,16,"M",19950,76,47
38,16,"M",19150,77,47
38,16,"M",22210,78,47
38,16,"M",21646,79,47
38,16,"M",30625,80,47
38,16,"M",23270,81,47
38,16,"M",27320,82,47
38,16,"M",31700,83,47
38,16,"M",33300,84,47
38,16,"M",34325,85,47
38,16,"M",36076,86,47
38,16,"M",36950,87,47
38,16,"M",36820,88,47
38,16,"M",18100,89,47
38,16,"M",12300,90,47
28,16,"M",11000,69,48
28,16,"M",11000,70,48
28,16,"M",13000,71,48
28,16,"M",12000,72,48
28,16,"M",5165,73,48
28,16,"M",11152,74,48
28,16,"M",25385,75,48
28,16,"M",26000,76,48
28,16,"M",24200,77,48
28,16,"M",26000,78,48
28,16,"M",30500,79,48
38,12,"M",65000,69,49
38,12,"M",55000,70,49
38,12,"M",26000,71,49
38,12,"M",70000,72,49
38,12,"M",55000,73,49
38,12,"M",70000,74,49
38,12,"M",2500,75,49
38,12,"M",87500,76,49
38,12,"M",60000,77,49
38,12,"M",67500,78,49
38,12,"M",69000,79,49
38,12,"M",86500,80,49
38,12,"M",86500,81,49
38,12,"M",78000,82,49
38,12,"M",117500,83,49
38,12,"M",105000,84,49
38,12,"M",180000,85,49
38,12,"M",172000,86,49
38,12,"M",100000,87,49
38,12,"M",75000,88,49
38,12,"M",75000,89,49
38,12,"M",37500,90,49
27,12,"F",120,68,50
27,12,"F",520,71,50
27,12,"F",900,75,50
27,12,"F",500,76,50
27,12,"F",2000,77,50
27,12,"F",4000,78,50
27,12,"F",5190,79,50
27,12,"F",5000,80,50
27,12,"F",5000,81,50
27,12,"F",6500,82,50
27,12,"F",6000,83,50
27,12,"F",12000,84,50
27,12,"F",8000,85,50
27,12,"F",9000,86,50
27,12,"F",8000,87,50
27,12,"F",15000,88,50
27,12,"F",10000,89,50
27,12,"F",10000,90,50
36,12,"F",1714,70,51
36,12,"F",2510,74,51
